rec_id,season,year,month,hour,is_holiday,weekday,is_workingday,weather_condition,temp,atemp,humidity,windspeed,casual,registered,total_rent_count,temp_c,zona_suhu
9863,Spring,2012,February,22:00,Yes,Monday,No,Clear,0.3,0.3182,0.45,0.0896,9,53,62,12.299999999999999,Sejuk
9864,Spring,2012,February,23:00,Yes,Monday,No,Clear,0.3,0.3333,0.39,0.0,0,26,26,12.299999999999999,Sejuk
9865,Spring,2012,February,00:00,No,Tuesday,Yes,Clear,0.26,0.303,0.65,0.0,1,11,12,10.66,Sejuk
9866,Spring,2012,February,01:00,No,Tuesday,Yes,Clear,0.26,0.303,0.56,0.0,0,7,7,10.66,Sejuk
9867,Spring,2012,February,02:00,No,Tuesday,Yes,Clear,0.24,0.2879,0.6,0.0,0,3,3,9.84,Dingin
9868,Spring,2012,February,04:00,No,Tuesday,Yes,Clear,0.22,0.2727,0.64,0.0,0,2,2,9.02,Dingin
9869,Spring,2012,February,05:00,No,Tuesday,Yes,Clear,0.2,0.2576,0.69,0.0,0,15,15,8.200000000000001,Dingin
9870,Spring,2012,February,06:00,No,Tuesday,Yes,Clear,0.2,0.2576,0.75,0.0,3,83,86,8.200000000000001,Dingin
9871,Spring,2012,February,07:00,No,Tuesday,Yes,Clear,0.22,0.2727,0.64,0.0,6,273,279,9.02,Dingin
9872,Spring,2012,February,08:00,No,Tuesday,Yes,Clear,0.2,0.2273,0.69,0.0896,5,459,464,8.200000000000001,Dingin
9873,Spring,2012,February,09:00,No,Tuesday,Yes,Clear,0.2,0.2273,0.75,0.1045,6,211,217,8.200000000000001,Dingin
9874,Spring,2012,February,10:00,No,Tuesday,Yes,Clear,0.24,0.2273,0.7,0.194,8,77,85,9.84,Dingin
9875,Spring,2012,February,11:00,No,Tuesday,Yes,Mist + Cloudy,0.26,0.2424,0.7,0.2836,5,81,86,10.66,Sejuk
9876,Spring,2012,February,12:00,No,Tuesday,Yes,Mist + Cloudy,0.3,0.2727,0.56,0.3881,16,147,163,12.299999999999999,Sejuk
9877,Spring,2012,February,13:00,No,Tuesday,Yes,Clear,0.34,0.303,0.49,0.4179,8,123,131,13.940000000000001,Sejuk
9878,Spring,2012,February,14:00,No,Tuesday,Yes,Mist + Cloudy,0.32,0.2879,0.53,0.3881,16,108,124,13.120000000000001,Sejuk
9879,Spring,2012,February,15:00,No,Tuesday,Yes,Clear,0.34,0.303,0.49,0.4179,23,137,160,13.940000000000001,Sejuk
9880,Spring,2012,February,16:00,No,Tuesday,Yes,Clear,0.36,0.3333,0.46,0.4179,14,240,254,14.76,Sejuk
9881,Spring,2012,February,17:00,No,Tuesday,Yes,Clear,0.38,0.3939,0.4,0.4478,21,411,432,15.58,Sejuk
9882,Spring,2012,February,18:00,No,Tuesday,Yes,Clear,0.38,0.3939,0.4,0.4478,11,414,425,15.58,Sejuk
9883,Spring,2012,February,19:00,No,Tuesday,Yes,Clear,0.36,0.3333,0.46,0.2985,5,299,304,14.76,Sejuk
9884,Spring,2012,February,20:00,No,Tuesday,Yes,Clear,0.34,0.3182,0.53,0.2537,4,223,227,13.940000000000001,Sejuk
9885,Spring,2012,February,21:00,No,Tuesday,Yes,Clear,0.34,0.3333,0.61,0.1642,7,147,154,13.940000000000001,Sejuk
9886,Spring,2012,February,22:00,No,Tuesday,Yes,Mist + Cloudy,0.34,0.3333,0.71,0.194,3,97,100,13.940000000000001,Sejuk
9887,Spring,2012,February,23:00,No,Tuesday,Yes,Clear,0.32,0.303,0.66,0.2239,1,46,47,13.120000000000001,Sejuk
9888,Spring,2012,February,00:00,No,Wednesday,Yes,Clear,0.32,0.303,0.66,0.2239,5,19,24,13.120000000000001,Sejuk
9889,Spring,2012,February,01:00,No,Wednesday,Yes,Clear,0.32,0.3333,0.7,0.1343,3,4,7,13.120000000000001,Sejuk
9890,Spring,2012,February,02:00,No,Wednesday,Yes,Clear,0.34,0.3182,0.66,0.2836,1,5,6,13.940000000000001,Sejuk
9891,Spring,2012,February,03:00,No,Wednesday,Yes,Mist + Cloudy,0.34,0.3182,0.71,0.2239,1,3,4,13.940000000000001,Sejuk
9892,Spring,2012,February,04:00,No,Wednesday,Yes,Clear,0.34,0.3333,0.71,0.1642,0,2,2,13.940000000000001,Sejuk
9893,Spring,2012,February,05:00,No,Wednesday,Yes,Clear,0.32,0.3333,0.7,0.1045,1,29,30,13.120000000000001,Sejuk
9894,Spring,2012,February,06:00,No,Wednesday,Yes,Clear,0.32,0.3182,0.76,0.1642,5,85,90,13.120000000000001,Sejuk
9895,Spring,2012,February,07:00,No,Wednesday,Yes,Clear,0.32,0.3333,0.76,0.0896,10,292,302,13.120000000000001,Sejuk
9896,Spring,2012,February,08:00,No,Wednesday,Yes,Clear,0.3,0.3182,0.75,0.0896,9,567,576,12.299999999999999,Sejuk
9897,Spring,2012,February,09:00,No,Wednesday,Yes,Clear,0.32,0.3333,0.7,0.0896,11,241,252,13.120000000000001,Sejuk
9898,Spring,2012,February,10:00,No,Wednesday,Yes,Clear,0.34,0.3485,0.71,0.0896,17,122,139,13.940000000000001,Sejuk
9899,Spring,2012,February,11:00,No,Wednesday,Yes,Clear,0.36,0.3485,0.66,0.1642,22,149,171,14.76,Sejuk
9900,Spring,2012,February,12:00,No,Wednesday,Yes,Clear,0.4,0.4091,0.62,0.2836,21,186,207,16.400000000000002,Sejuk
9901,Spring,2012,February,13:00,No,Wednesday,Yes,Clear,0.42,0.4242,0.54,0.2985,15,175,190,17.22,Sejuk
9902,Spring,2012,February,14:00,No,Wednesday,Yes,Clear,0.44,0.4394,0.54,0.3284,35,142,177,18.04,Sejuk
9903,Spring,2012,February,15:00,No,Wednesday,Yes,Clear,0.5,0.4848,0.31,0.4179,34,161,195,20.5,Hangat
9904,Spring,2012,February,16:00,No,Wednesday,Yes,Clear,0.52,0.5,0.29,0.4627,30,268,298,21.32,Hangat
9905,Spring,2012,February,17:00,No,Wednesday,Yes,Clear,0.52,0.5,0.32,0.3881,43,486,529,21.32,Hangat
9906,Spring,2012,February,18:00,No,Wednesday,Yes,Mist + Cloudy,0.48,0.4697,0.41,0.3284,42,483,525,19.68,Sejuk
9907,Spring,2012,February,19:00,No,Wednesday,Yes,Mist + Cloudy,0.46,0.4545,0.44,0.2836,22,305,327,18.86,Sejuk
9908,Spring,2012,February,20:00,No,Wednesday,Yes,Mist + Cloudy,0.44,0.4394,0.47,0.194,25,249,274,18.04,Sejuk
9909,Spring,2012,February,21:00,No,Wednesday,Yes,Mist + Cloudy,0.48,0.4697,0.33,0.2836,19,220,239,19.68,Sejuk
9910,Spring,2012,February,22:00,No,Wednesday,Yes,Mist + Cloudy,0.44,0.4394,0.47,0.2537,18,129,147,18.04,Sejuk
9911,Spring,2012,February,23:00,No,Wednesday,Yes,Mist + Cloudy,0.46,0.4545,0.41,0.2836,5,57,62,18.86,Sejuk
9912,Spring,2012,February,00:00,No,Thursday,Yes,Mist + Cloudy,0.44,0.4394,0.47,0.2537,12,30,42,18.04,Sejuk
9913,Spring,2012,February,01:00,No,Thursday,Yes,Mist + Cloudy,0.44,0.4394,0.58,0.2836,3,12,15,18.04,Sejuk
9914,Spring,2012,February,02:00,No,Thursday,Yes,Mist + Cloudy,0.44,0.4394,0.62,0.2239,5,4,9,18.04,Sejuk
9915,Spring,2012,February,03:00,No,Thursday,Yes,Light Snow/Rain,0.44,0.4394,0.67,0.194,2,4,6,18.04,Sejuk
9916,Spring,2012,February,04:00,No,Thursday,Yes,Clear,0.4,0.4091,0.76,0.2239,0,1,1,16.400000000000002,Sejuk
9917,Spring,2012,February,05:00,No,Thursday,Yes,Clear,0.4,0.4091,0.76,0.2239,2,30,32,16.400000000000002,Sejuk
9918,Spring,2012,February,06:00,No,Thursday,Yes,Clear,0.36,0.3485,0.87,0.194,3,88,91,14.76,Sejuk
9919,Spring,2012,February,07:00,No,Thursday,Yes,Clear,0.36,0.3485,0.81,0.2239,9,317,326,14.76,Sejuk
9920,Spring,2012,February,08:00,No,Thursday,Yes,Clear,0.34,0.3333,0.87,0.194,11,549,560,13.940000000000001,Sejuk
9921,Spring,2012,February,09:00,No,Thursday,Yes,Clear,0.36,0.3333,0.81,0.2537,14,228,242,14.76,Sejuk
9922,Spring,2012,February,10:00,No,Thursday,Yes,Clear,0.42,0.4242,0.67,0.194,41,107,148,17.22,Sejuk
9923,Spring,2012,February,11:00,No,Thursday,Yes,Clear,0.48,0.4697,0.48,0.2836,54,128,182,19.68,Sejuk
9924,Spring,2012,February,12:00,No,Thursday,Yes,Clear,0.5,0.4848,0.42,0.2537,25,199,224,20.5,Hangat
9925,Spring,2012,February,13:00,No,Thursday,Yes,Clear,0.52,0.5,0.39,0.194,30,188,218,21.32,Hangat
9926,Spring,2012,February,14:00,No,Thursday,Yes,Clear,0.54,0.5152,0.37,0.2537,36,156,192,22.14,Hangat
9927,Spring,2012,February,15:00,No,Thursday,Yes,Clear,0.54,0.5152,0.33,0.1343,46,171,217,22.14,Hangat
9928,Spring,2012,February,16:00,No,Thursday,Yes,Clear,0.56,0.5303,0.32,0.0,45,298,343,22.96,Hangat
9929,Spring,2012,February,17:00,No,Thursday,Yes,Clear,0.54,0.5152,0.32,0.1642,49,561,610,22.14,Hangat
9930,Spring,2012,February,18:00,No,Thursday,Yes,Clear,0.54,0.5152,0.37,0.1343,36,486,522,22.14,Hangat
9931,Spring,2012,February,19:00,No,Thursday,Yes,Clear,0.5,0.4848,0.39,0.0896,20,349,369,20.5,Hangat
9932,Spring,2012,February,20:00,No,Thursday,Yes,Clear,0.46,0.4545,0.44,0.1343,23,246,269,18.86,Sejuk
9933,Spring,2012,February,21:00,No,Thursday,Yes,Clear,0.44,0.4394,0.51,0.2239,17,205,222,18.04,Sejuk
9934,Spring,2012,February,22:00,No,Thursday,Yes,Clear,0.44,0.4394,0.54,0.2537,19,118,137,18.04,Sejuk
9935,Spring,2012,February,23:00,No,Thursday,Yes,Clear,0.44,0.4394,0.54,0.0,14,71,85,18.04,Sejuk
9936,Spring,2012,February,00:00,No,Friday,Yes,Mist + Cloudy,0.44,0.4394,0.58,0.0896,12,34,46,18.04,Sejuk
9937,Spring,2012,February,01:00,No,Friday,Yes,Clear,0.44,0.4394,0.62,0.194,3,15,18,18.04,Sejuk
9938,Spring,2012,February,02:00,No,Friday,Yes,Light Snow/Rain,0.42,0.4242,0.77,0.2836,1,4,5,17.22,Sejuk
9939,Spring,2012,February,03:00,No,Friday,Yes,Clear,0.42,0.4242,0.82,0.1343,0,5,5,17.22,Sejuk
9940,Spring,2012,February,04:00,No,Friday,Yes,Clear,0.4,0.4091,0.87,0.1343,0,2,2,16.400000000000002,Sejuk
9941,Spring,2012,February,05:00,No,Friday,Yes,Mist + Cloudy,0.4,0.4091,0.87,0.194,1,25,26,16.400000000000002,Sejuk
9942,Spring,2012,February,06:00,No,Friday,Yes,Mist + Cloudy,0.4,0.4091,0.87,0.1642,2,80,82,16.400000000000002,Sejuk
9943,Spring,2012,February,07:00,No,Friday,Yes,Mist + Cloudy,0.4,0.4091,0.76,0.2239,7,265,272,16.400000000000002,Sejuk
9944,Spring,2012,February,08:00,No,Friday,Yes,Mist + Cloudy,0.38,0.3939,0.76,0.3284,17,452,469,15.58,Sejuk
9945,Spring,2012,February,09:00,No,Friday,Yes,Light Snow/Rain,0.36,0.3333,0.81,0.2537,15,229,244,14.76,Sejuk
9946,Spring,2012,February,10:00,No,Friday,Yes,Light Snow/Rain,0.36,0.3485,0.81,0.1642,22,119,141,14.76,Sejuk
9947,Spring,2012,February,11:00,No,Friday,Yes,Mist + Cloudy,0.36,0.3636,0.81,0.1045,27,136,163,14.76,Sejuk
9948,Spring,2012,February,12:00,No,Friday,Yes,Mist + Cloudy,0.4,0.4091,0.76,0.1343,27,201,228,16.400000000000002,Sejuk
9949,Spring,2012,February,13:00,No,Friday,Yes,Mist + Cloudy,0.42,0.4242,0.71,0.1045,30,153,183,17.22,Sejuk
9950,Spring,2012,February,14:00,No,Friday,Yes,Mist + Cloudy,0.46,0.4545,0.67,0.1045,5,26,31,18.86,Sejuk
9951,Spring,2012,February,15:00,No,Friday,Yes,Light Snow/Rain,0.4,0.4091,0.87,0.194,11,83,94,16.400000000000002,Sejuk
9952,Spring,2012,February,16:00,No,Friday,Yes,Light Snow/Rain,0.4,0.4091,0.87,0.194,12,166,178,16.400000000000002,Sejuk
9953,Spring,2012,February,17:00,No,Friday,Yes,Light Snow/Rain,0.42,0.4242,0.94,0.1045,14,242,256,17.22,Sejuk
9954,Spring,2012,February,18:00,No,Friday,Yes,Mist + Cloudy,0.42,0.4242,0.94,0.0,11,289,300,17.22,Sejuk
9955,Spring,2012,February,19:00,No,Friday,Yes,Mist + Cloudy,0.44,0.4394,0.88,0.1045,6,227,233,18.04,Sejuk
9956,Spring,2012,February,20:00,No,Friday,Yes,Clear,0.44,0.4394,0.62,0.4179,8,159,167,18.04,Sejuk
9957,Spring,2012,February,21:00,No,Friday,Yes,Clear,0.42,0.4242,0.35,0.806,1,151,152,17.22,Sejuk
9958,Spring,2012,February,22:00,No,Friday,Yes,Clear,0.4,0.4091,0.37,0.5821,4,102,106,16.400000000000002,Sejuk
9959,Spring,2012,February,23:00,No,Friday,Yes,Clear,0.38,0.3939,0.37,0.6866,10,76,86,15.58,Sejuk
9960,Spring,2012,February,00:00,No,Saturday,No,Clear,0.36,0.3333,0.43,0.3881,5,56,61,14.76,Sejuk
9961,Spring,2012,February,01:00,No,Saturday,No,Clear,0.34,0.303,0.42,0.3582,4,42,46,13.940000000000001,Sejuk
9962,Spring,2012,February,02:00,No,Saturday,No,Clear,0.32,0.303,0.45,0.2537,1,37,38,13.120000000000001,Sejuk
9963,Spring,2012,February,03:00,No,Saturday,No,Clear,0.3,0.2727,0.45,0.2985,0,7,7,12.299999999999999,Sejuk
9964,Spring,2012,February,04:00,No,Saturday,No,Clear,0.3,0.2727,0.42,0.3284,0,2,2,12.299999999999999,Sejuk
9965,Spring,2012,February,05:00,No,Saturday,No,Mist + Cloudy,0.3,0.2727,0.42,0.2985,0,3,3,12.299999999999999,Sejuk
9966,Spring,2012,February,06:00,No,Saturday,No,Mist + Cloudy,0.3,0.2727,0.42,0.2985,1,12,13,12.299999999999999,Sejuk
9967,Spring,2012,February,07:00,No,Saturday,No,Clear,0.28,0.2424,0.45,0.4478,3,20,23,11.48,Sejuk
9968,Spring,2012,February,08:00,No,Saturday,No,Clear,0.26,0.2273,0.48,0.2985,3,90,93,10.66,Sejuk
9969,Spring,2012,February,09:00,No,Saturday,No,Light Snow/Rain,0.22,0.197,0.75,0.3284,15,107,122,9.02,Dingin
9970,Spring,2012,February,10:00,No,Saturday,No,Clear,0.26,0.2273,0.6,0.3582,24,159,183,10.66,Sejuk
9971,Spring,2012,February,11:00,No,Saturday,No,Clear,0.3,0.2576,0.39,0.6119,23,187,210,12.299999999999999,Sejuk
9972,Spring,2012,February,12:00,No,Saturday,No,Clear,0.32,0.2727,0.29,0.6567,41,217,258,13.120000000000001,Sejuk
9973,Spring,2012,February,13:00,No,Saturday,No,Clear,0.32,0.2879,0.31,0.4925,48,178,226,13.120000000000001,Sejuk
9974,Spring,2012,February,14:00,No,Saturday,No,Clear,0.32,0.2727,0.29,0.5522,35,181,216,13.120000000000001,Sejuk
9975,Spring,2012,February,15:00,No,Saturday,No,Clear,0.32,0.2879,0.29,0.4179,21,211,232,13.120000000000001,Sejuk
9976,Spring,2012,February,16:00,No,Saturday,No,Clear,0.32,0.2727,0.26,0.5821,32,163,195,13.120000000000001,Sejuk
9977,Spring,2012,February,17:00,No,Saturday,No,Clear,0.3,0.2727,0.33,0.3582,16,143,159,12.299999999999999,Sejuk
9978,Spring,2012,February,18:00,No,Saturday,No,Clear,0.3,0.2576,0.28,0.5821,7,126,133,12.299999999999999,Sejuk
9979,Spring,2012,February,19:00,No,Saturday,No,Clear,0.26,0.2121,0.33,0.4478,12,137,149,10.66,Sejuk
9980,Spring,2012,February,20:00,No,Saturday,No,Clear,0.26,0.2121,0.3,0.5522,10,95,105,10.66,Sejuk
9981,Spring,2012,February,21:00,No,Saturday,No,Clear,0.24,0.2121,0.35,0.3284,5,80,85,9.84,Dingin
9982,Spring,2012,February,22:00,No,Saturday,No,Clear,0.24,0.197,0.38,0.4627,4,78,82,9.84,Dingin
9983,Spring,2012,February,23:00,No,Saturday,No,Clear,0.24,0.197,0.41,0.4179,7,84,91,9.84,Dingin
9984,Spring,2012,February,00:00,No,Sunday,No,Clear,0.24,0.2121,0.41,0.3582,7,63,70,9.84,Dingin
9985,Spring,2012,February,01:00,No,Sunday,No,Clear,0.24,0.2121,0.44,0.3284,5,50,55,9.84,Dingin
9986,Spring,2012,February,02:00,No,Sunday,No,Clear,0.24,0.2121,0.44,0.3284,5,37,42,9.84,Dingin
9987,Spring,2012,February,03:00,No,Sunday,No,Clear,0.24,0.2273,0.41,0.194,0,21,21,9.84,Dingin
9988,Spring,2012,February,04:00,No,Sunday,No,Clear,0.24,0.2273,0.41,0.194,1,5,6,9.84,Dingin
9989,Spring,2012,February,05:00,No,Sunday,No,Clear,0.22,0.2121,0.44,0.2239,0,5,5,9.02,Dingin
9990,Spring,2012,February,06:00,No,Sunday,No,Clear,0.22,0.197,0.44,0.3284,0,2,2,9.02,Dingin
9991,Spring,2012,February,07:00,No,Sunday,No,Clear,0.2,0.1818,0.51,0.2985,2,20,22,8.200000000000001,Dingin
9992,Spring,2012,February,08:00,No,Sunday,No,Clear,0.2,0.197,0.51,0.2537,2,57,59,8.200000000000001,Dingin
9993,Spring,2012,February,09:00,No,Sunday,No,Clear,0.22,0.2121,0.47,0.2239,11,76,87,9.02,Dingin
9994,Spring,2012,February,10:00,No,Sunday,No,Clear,0.26,0.2576,0.41,0.1642,27,161,188,10.66,Sejuk
9995,Spring,2012,February,11:00,No,Sunday,No,Clear,0.28,0.2576,0.41,0.2836,43,184,227,11.48,Sejuk
9996,Spring,2012,February,12:00,No,Sunday,No,Clear,0.3,0.303,0.39,0.1343,49,256,305,12.299999999999999,Sejuk
9997,Spring,2012,February,13:00,No,Sunday,No,Clear,0.32,0.3333,0.36,0.0,58,267,325,13.120000000000001,Sejuk
9998,Spring,2012,February,14:00,No,Sunday,No,Clear,0.34,0.3485,0.31,0.0,68,263,331,13.940000000000001,Sejuk
9999,Spring,2012,February,15:00,No,Sunday,No,Clear,0.36,0.3485,0.29,0.0,72,281,353,14.76,Sejuk
10000,Spring,2012,February,16:00,No,Sunday,No,Clear,0.36,0.3333,0.32,0.2537,64,275,339,14.76,Sejuk
10001,Spring,2012,February,17:00,No,Sunday,No,Clear,0.36,0.3485,0.32,0.2239,46,241,287,14.76,Sejuk
10002,Spring,2012,February,18:00,No,Sunday,No,Clear,0.34,0.3182,0.36,0.2836,17,199,216,13.940000000000001,Sejuk
10003,Spring,2012,February,19:00,No,Sunday,No,Clear,0.34,0.3333,0.34,0.1642,13,130,143,13.940000000000001,Sejuk
10004,Spring,2012,February,20:00,No,Sunday,No,Clear,0.32,0.3182,0.42,0.1642,9,79,88,13.120000000000001,Sejuk
10005,Spring,2012,February,21:00,No,Sunday,No,Clear,0.3,0.303,0.45,0.1343,8,75,83,12.299999999999999,Sejuk
10006,Spring,2012,February,22:00,No,Sunday,No,Clear,0.3,0.2879,0.42,0.2239,3,68,71,12.299999999999999,Sejuk
10007,Spring,2012,February,23:00,No,Sunday,No,Clear,0.26,0.2576,0.56,0.1642,5,59,64,10.66,Sejuk
10008,Spring,2012,February,00:00,No,Monday,Yes,Clear,0.26,0.2424,0.6,0.2537,2,27,29,10.66,Sejuk
10009,Spring,2012,February,01:00,No,Monday,Yes,Clear,0.26,0.2576,0.65,0.2239,0,6,6,10.66,Sejuk
10010,Spring,2012,February,02:00,No,Monday,Yes,Clear,0.26,0.2273,0.7,0.2985,0,4,4,10.66,Sejuk
10011,Spring,2012,February,03:00,No,Monday,Yes,Clear,0.24,0.2424,0.75,0.1642,0,2,2,9.84,Dingin
10012,Spring,2012,February,04:00,No,Monday,Yes,Clear,0.22,0.2273,0.8,0.1343,0,1,1,9.02,Dingin
10013,Spring,2012,February,05:00,No,Monday,Yes,Clear,0.22,0.2273,0.8,0.1343,0,16,16,9.02,Dingin
10014,Spring,2012,February,06:00,No,Monday,Yes,Clear,0.24,0.2273,0.7,0.2537,1,89,90,9.84,Dingin
10015,Spring,2012,February,07:00,No,Monday,Yes,Clear,0.24,0.2273,0.6,0.2239,2,278,280,9.84,Dingin
10016,Spring,2012,February,08:00,No,Monday,Yes,Clear,0.24,0.2424,0.6,0.0,14,514,528,9.84,Dingin
10017,Spring,2012,February,09:00,No,Monday,Yes,Clear,0.26,0.2576,0.6,0.194,11,219,230,10.66,Sejuk
10018,Spring,2012,February,10:00,No,Monday,Yes,Clear,0.32,0.303,0.45,0.2537,16,88,104,13.120000000000001,Sejuk
10019,Spring,2012,February,11:00,No,Monday,Yes,Clear,0.36,0.3333,0.43,0.2537,11,92,103,14.76,Sejuk
10020,Spring,2012,February,12:00,No,Monday,Yes,Clear,0.4,0.4091,0.37,0.2985,13,164,177,16.400000000000002,Sejuk
10021,Spring,2012,February,13:00,No,Monday,Yes,Clear,0.4,0.4091,0.43,0.2836,23,159,182,16.400000000000002,Sejuk
10022,Spring,2012,February,14:00,No,Monday,Yes,Clear,0.46,0.4545,0.36,0.2836,24,134,158,18.86,Sejuk
10023,Spring,2012,February,15:00,No,Monday,Yes,Clear,0.52,0.5,0.25,0.4179,24,150,174,21.32,Hangat
10024,Spring,2012,February,16:00,No,Monday,Yes,Clear,0.54,0.5152,0.26,0.4478,20,266,286,22.14,Hangat
10025,Spring,2012,February,17:00,No,Monday,Yes,Clear,0.54,0.5152,0.24,0.4478,26,503,529,22.14,Hangat
10026,Spring,2012,February,18:00,No,Monday,Yes,Clear,0.52,0.5,0.27,0.4179,10,517,527,21.32,Hangat
10027,Spring,2012,February,19:00,No,Monday,Yes,Clear,0.5,0.4848,0.29,0.3881,16,318,334,20.5,Hangat
10028,Spring,2012,February,20:00,No,Monday,Yes,Clear,0.48,0.4697,0.33,0.3582,11,208,219,19.68,Sejuk
10029,Spring,2012,February,21:00,No,Monday,Yes,Clear,0.46,0.4545,0.36,0.2836,14,181,195,18.86,Sejuk
10030,Spring,2012,February,22:00,No,Monday,Yes,Clear,0.44,0.4394,0.44,0.2537,9,83,92,18.04,Sejuk
10031,Spring,2012,February,23:00,No,Monday,Yes,Clear,0.42,0.4242,0.5,0.1642,6,50,56,17.22,Sejuk
10032,Spring,2012,February,00:00,No,Tuesday,Yes,Clear,0.42,0.4242,0.54,0.1343,0,10,10,17.22,Sejuk
10033,Spring,2012,February,01:00,No,Tuesday,Yes,Clear,0.38,0.3939,0.62,0.1642,0,6,6,15.58,Sejuk
10034,Spring,2012,February,02:00,No,Tuesday,Yes,Clear,0.4,0.4091,0.54,0.1045,1,2,3,16.400000000000002,Sejuk
10035,Spring,2012,February,03:00,No,Tuesday,Yes,Clear,0.4,0.4091,0.32,0.3582,0,6,6,16.400000000000002,Sejuk
10036,Spring,2012,February,04:00,No,Tuesday,Yes,Clear,0.32,0.2879,0.42,0.3582,0,2,2,13.120000000000001,Sejuk
10037,Spring,2012,February,05:00,No,Tuesday,Yes,Clear,0.32,0.2879,0.42,0.3582,1,20,21,13.120000000000001,Sejuk
10038,Spring,2012,February,06:00,No,Tuesday,Yes,Clear,0.3,0.2727,0.45,0.3284,1,100,101,12.299999999999999,Sejuk
10039,Spring,2012,February,07:00,No,Tuesday,Yes,Clear,0.28,0.2576,0.45,0.2985,12,313,325,11.48,Sejuk
10040,Spring,2012,February,08:00,No,Tuesday,Yes,Clear,0.26,0.2424,0.48,0.2836,16,543,559,10.66,Sejuk
10041,Spring,2012,February,09:00,No,Tuesday,Yes,Clear,0.28,0.2576,0.45,0.3582,7,225,232,11.48,Sejuk
10042,Spring,2012,February,10:00,No,Tuesday,Yes,Clear,0.3,0.2727,0.42,0.2985,14,118,132,12.299999999999999,Sejuk
10043,Spring,2012,February,11:00,No,Tuesday,Yes,Clear,0.34,0.3182,0.36,0.2537,8,155,163,13.940000000000001,Sejuk
10044,Spring,2012,February,12:00,No,Tuesday,Yes,Clear,0.36,0.3485,0.34,0.1343,19,164,183,14.76,Sejuk
10045,Spring,2012,February,13:00,No,Tuesday,Yes,Clear,0.36,0.3636,0.32,0.1045,16,174,190,14.76,Sejuk
10046,Spring,2012,February,14:00,No,Tuesday,Yes,Clear,0.4,0.4091,0.28,0.1045,13,121,134,16.400000000000002,Sejuk
10047,Spring,2012,February,15:00,No,Tuesday,Yes,Clear,0.42,0.4242,0.26,0.0896,17,149,166,17.22,Sejuk
10048,Spring,2012,February,16:00,No,Tuesday,Yes,Clear,0.42,0.4242,0.28,0.0896,17,270,287,17.22,Sejuk
10049,Spring,2012,February,17:00,No,Tuesday,Yes,Clear,0.42,0.4242,0.26,0.0896,33,497,530,17.22,Sejuk
10050,Spring,2012,February,18:00,No,Tuesday,Yes,Clear,0.42,0.4242,0.28,0.1642,17,432,449,17.22,Sejuk
10051,Spring,2012,February,19:00,No,Tuesday,Yes,Clear,0.42,0.4242,0.26,0.0,15,291,306,17.22,Sejuk
10052,Spring,2012,February,20:00,No,Tuesday,Yes,Clear,0.4,0.4091,0.3,0.1343,2,202,204,16.400000000000002,Sejuk
10053,Spring,2012,February,21:00,No,Tuesday,Yes,Clear,0.34,0.3485,0.46,0.1045,10,178,188,13.940000000000001,Sejuk
10054,Spring,2012,February,22:00,No,Tuesday,Yes,Clear,0.34,0.3485,0.46,0.1045,6,95,101,13.940000000000001,Sejuk
10055,Spring,2012,February,23:00,No,Tuesday,Yes,Clear,0.32,0.303,0.53,0.2239,4,61,65,13.120000000000001,Sejuk
10056,Spring,2012,February,00:00,No,Wednesday,Yes,Clear,0.32,0.3333,0.53,0.1045,2,30,32,13.120000000000001,Sejuk
10057,Spring,2012,February,01:00,No,Wednesday,Yes,Clear,0.32,0.3333,0.49,0.1045,0,6,6,13.120000000000001,Sejuk
10058,Spring,2012,February,02:00,No,Wednesday,Yes,Clear,0.3,0.2879,0.56,0.2239,0,4,4,12.299999999999999,Sejuk
10059,Spring,2012,February,03:00,No,Wednesday,Yes,Clear,0.28,0.303,0.7,0.0896,0,2,2,11.48,Sejuk
10060,Spring,2012,February,05:00,No,Wednesday,Yes,Clear,0.26,0.2879,0.75,0.0896,0,29,29,10.66,Sejuk
10061,Spring,2012,February,06:00,No,Wednesday,Yes,Mist + Cloudy,0.28,0.303,0.75,0.0896,4,100,104,11.48,Sejuk
10062,Spring,2012,February,07:00,No,Wednesday,Yes,Mist + Cloudy,0.26,0.2727,0.81,0.1343,11,242,253,10.66,Sejuk
10063,Spring,2012,February,08:00,No,Wednesday,Yes,Mist + Cloudy,0.28,0.2879,0.75,0.1045,2,114,116,11.48,Sejuk
10064,Spring,2012,February,09:00,No,Wednesday,Yes,Light Snow/Rain,0.3,0.303,0.81,0.1642,5,33,38,12.299999999999999,Sejuk
10065,Spring,2012,February,10:00,No,Wednesday,Yes,Light Snow/Rain,0.3,0.303,0.81,0.1642,0,10,10,12.299999999999999,Sejuk
10066,Spring,2012,February,11:00,No,Wednesday,Yes,Light Snow/Rain,0.3,0.2879,0.87,0.194,1,9,10,12.299999999999999,Sejuk
10067,Spring,2012,February,12:00,No,Wednesday,Yes,Light Snow/Rain,0.32,0.303,0.93,0.3284,1,69,70,13.120000000000001,Sejuk
10068,Spring,2012,February,13:00,No,Wednesday,Yes,Mist + Cloudy,0.36,0.3333,0.93,0.3582,4,72,76,14.76,Sejuk
10069,Spring,2012,February,14:00,No,Wednesday,Yes,Mist + Cloudy,0.36,0.3333,0.93,0.3582,2,54,56,14.76,Sejuk
